V080101a,V082425,V083037a,V083037b,V083069,V083105,V083108x,V083112,V083113,V083114a,V083114b,V083115,V083115a,V083116,V083117,V083117a,V083118,V083118a,partyID,ideology,FTobama,FTmccain,servicespending,servicespending2,servicespendingFULL,DEMmuchlessspend,DEMmorespend,DEMmuchmorespend,REPmuchlessspend,REPlessspend,REPmorespend,REPmuchmorespend,DEMlessspend
27939.45,2. Republican Presidential cand is 1st (defense spending),40,30,6. Conservative,4,"-1. INAP, R selected for VERSION OLD",4,3. Somewhat important,3,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.8333333,40,30,4,,4,0,0,0,0,0,1,0,1
78871.838,2. Republican Presidential cand is 1st (defense spending),0,85,-7. Haven't thought much about it,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",5. Extremely important,3. Less,5. Slightly,5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,0,85,,4,4,,,,,,,,
56204.003,2. Republican Presidential cand is 1st (defense spending),60,60,-7. Haven't thought much about it,"-1. INAP, R selected for VERSION NEW",2. Somewhat more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,3. Somewhat,3. Moderately important,3. Less,3. Somewhat,1. More,1. A lot,0,0.5,60,60,,6,6,,,,,,,,
165559.13,2. Republican Presidential cand is 1st (defense spending),70,15,2. Liberal,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,3. Somewhat,3. Moderately important,-8. Don't know,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,3. Somewhat,,0.1666667,70,15,,4,4,,,,,,,,
91849.036,1. Democratic Presidential cand is 1st (defense spending),-6. Thermometer: 'don't know who this is',50,7. Extremely conservative,7. Govt should provide many more services,"-1. INAP, R selected for VERSION OLD",1. Govt should decrease defense spending,1. Not important at all,1. Govt should decrease defense spending,1. Govt should decrease defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,1,50,50,7,,7,0,0,0,0,0,0,0,0
77764.447,2. Republican Presidential cand is 1st (defense spending),70,60,-7. Haven't thought much about it,4,"-1. INAP, R selected for VERSION OLD",3,4. Very important,-8. Don't know,-8. Don't know,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,70,60,4,,4,0,1,0,0,0,1,0,0
26009.415,2. Republican Presidential cand is 1st (defense spending),80,50,3. Slightly liberal,"-1. INAP, R selected for VERSION NEW",2. Somewhat more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",4. Very important,1. More,5. Slightly,1. More,1. A lot,0,0.3333333,80,50,,6,6,,,,,,,,
65794.745,2. Republican Presidential cand is 1st (defense spending),70,30,3. Slightly liberal,5,"-1. INAP, R selected for VERSION OLD",1. Govt should decrease defense spending,5. Extremely important,5,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.3333333,70,30,5,,5,0,0,1,0,0,0,1,0
169274.29,2. Republican Presidential cand is 1st (defense spending),40,60,6. Conservative,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",3. Moderately important,3. Less,3. Somewhat,5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.8333333,40,60,,4,4,,,,,,,,
84129.923,1. Democratic Presidential cand is 1st (defense spending),85,40,3. Slightly liberal,"-1. INAP, R selected for VERSION NEW",-8. Don't know (in N1d or N1d1),"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,3. Somewhat,4. Very important,3. Less,1. A lot,5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.3333333,85,40,,4,4,,,,,,,,
101706.39,2. Republican Presidential cand is 1st (defense spending),85,70,2. Liberal,"-1. INAP, R selected for VERSION NEW",3. Slightly more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",1. More,5. Slightly,4. Very important,3. Less,1. A lot,1. More,1. A lot,0,0.1666667,85,70,,5,5,,,,,,,,
142173.7,2. Republican Presidential cand is 1st (defense spending),25,25,1. Extremely liberal,6,"-1. INAP, R selected for VERSION OLD",7. Govt should increase defense spending,5. Extremely important,2,5,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0,25,25,6,,6,1,0,0,0,1,0,0,0
88936.245,2. Republican Presidential cand is 1st (defense spending),50,70,5. Slightly conservative,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,3. Somewhat,3. Moderately important,3. Less,1. A lot,3. Less,5. Slightly,1,0.6666667,50,70,,4,4,,,,,,,,
192221.21,1. Democratic Presidential cand is 1st (defense spending),70,40,3. Slightly liberal,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,3. Somewhat,3. Moderately important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,5. Slightly,0.5,0.3333333,70,40,,4,4,,,,,,,,
150950.71,2. Republican Presidential cand is 1st (defense spending),70,40,3. Slightly liberal,6,"-1. INAP, R selected for VERSION OLD",3,4. Very important,4,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.3333333,70,40,6,,6,0,1,0,0,0,0,1,0
48750.596,2. Republican Presidential cand is 1st (defense spending),50,50,-7. Haven't thought much about it,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",1. More,3. Somewhat,4. Very important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.5,50,50,,4,4,,,,,,,,
53550.814,2. Republican Presidential cand is 1st (defense spending),60,40,3. Slightly liberal,7. Govt should provide many more services,"-1. INAP, R selected for VERSION OLD",4,4. Very important,4,4,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.3333333,60,40,7,,7,0,0,0,0,0,0,0,0
64353.493,2. Republican Presidential cand is 1st (defense spending),85,50,4. Moderate; middle of the road,4,"-1. INAP, R selected for VERSION OLD",3,3. Somewhat important,4,4,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,85,50,4,,4,0,1,0,0,0,1,0,0
53550.814,2. Republican Presidential cand is 1st (defense spending),85,50,-7. Haven't thought much about it,5,"-1. INAP, R selected for VERSION OLD",4,4. Very important,5,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,85,50,5,,5,0,1,0,0,0,1,0,0
63910.358,2. Republican Presidential cand is 1st (defense spending),40,85,4. Moderate; middle of the road,4,"-1. INAP, R selected for VERSION OLD",5,3. Somewhat important,5,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,40,85,4,,4,0,0,0,0,0,1,0,0
50536.835,2. Republican Presidential cand is 1st (defense spending),85,60,2. Liberal,"-1. INAP, R selected for VERSION NEW",1. A lot more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,5. Slightly,4. Very important,3. Less,5. Slightly,5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.1666667,85,60,,7,7,,,,,,,,
52798.941,1. Democratic Presidential cand is 1st (defense spending),30,70,-7. Haven't thought much about it,3,"-1. INAP, R selected for VERSION OLD",4,3. Somewhat important,3,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,30,70,3,,3,0,0,0,0,0,1,0,1
40517.731,1. Democratic Presidential cand is 1st (defense spending),40,60,6. Conservative,"-1. INAP, R selected for VERSION NEW",2. Somewhat more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,1. A lot,4. Very important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.8333333,40,60,,6,6,,,,,,,,
78618.381,1. Democratic Presidential cand is 1st (defense spending),85,85,2. Liberal,7. Govt should provide many more services,"-1. INAP, R selected for VERSION OLD",6,3. Somewhat important,6,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.1666667,85,85,7,,7,0,0,0,0,0,1,0,0
213881.29,1. Democratic Presidential cand is 1st (defense spending),85,15,2. Liberal,"-1. INAP, R selected for VERSION NEW",2. Somewhat more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,1. A lot,3. Moderately important,3. Less,3. Somewhat,5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.1666667,85,15,,6,6,,,,,,,,
213881.29,1. Democratic Presidential cand is 1st (defense spending),85,30,1. Extremely liberal,6,"-1. INAP, R selected for VERSION OLD",2,4. Very important,3,5,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0,85,30,6,,6,0,1,0,0,0,1,0,0
125145.68,2. Republican Presidential cand is 1st (defense spending),50,70,4. Moderate; middle of the road,1. Govt should provide many fewer services,"-1. INAP, R selected for VERSION OLD",7. Govt should increase defense spending,4. Very important,5,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.5,50,70,1,,1,0,0,0,0,0,0,0,1
120136.94,2. Republican Presidential cand is 1st (defense spending),85,30,2. Liberal,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,3. Somewhat,4. Very important,3. Less,5. Slightly,5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.1666667,85,30,,4,4,,,,,,,,
212110.97,1. Democratic Presidential cand is 1st (defense spending),85,15,2. Liberal,"-1. INAP, R selected for VERSION NEW",2. Somewhat more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,3. Somewhat,3. Moderately important,3. Less,3. Somewhat,1. More,1. A lot,0,0.1666667,85,15,,6,6,,,,,,,,
250528.22,1. Democratic Presidential cand is 1st (defense spending),100,0,6. Conservative,6,"-1. INAP, R selected for VERSION OLD",3,4. Very important,4,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.8333333,100,0,6,,6,0,1,0,0,0,0,1,0
76620.3,1. Democratic Presidential cand is 1st (defense spending),80,0,1. Extremely liberal,"-1. INAP, R selected for VERSION NEW",1. A lot more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,1. A lot,4. Very important,3. Less,3. Somewhat,1. More,1. A lot,0.5,0,80,0,,7,7,,,,,,,,
53550.814,2. Republican Presidential cand is 1st (defense spending),60,40,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",4. Very important,1. More,3. Somewhat,5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,60,40,,4,4,,,,,,,,
42653.234,2. Republican Presidential cand is 1st (defense spending),100,0,1. Extremely liberal,-7. Haven't thought much about this,"-1. INAP, R selected for VERSION OLD",-7. Haven't thought much about this,5. Extremely important,5,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0,100,0,4,,4,,,,,,,,
30211.066,1. Democratic Presidential cand is 1st (defense spending),70,0,-7. Haven't thought much about it,6,"-1. INAP, R selected for VERSION OLD",4,3. Somewhat important,4,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,70,0,6,,6,0,0,0,0,0,1,0,0
56643.695,2. Republican Presidential cand is 1st (defense spending),100,60,2. Liberal,5,"-1. INAP, R selected for VERSION OLD",5,3. Somewhat important,3,5,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.1666667,100,60,5,,5,0,0,0,0,0,0,0,1
77370.223,2. Republican Presidential cand is 1st (defense spending),100,30,1. Extremely liberal,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,3. Somewhat,2. Slightly important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,3. Somewhat,0,0,100,30,,4,4,,,,,,,,
73717.853,1. Democratic Presidential cand is 1st (defense spending),100,30,1. Extremely liberal,"-1. INAP, R selected for VERSION NEW",1. A lot more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,1. A lot,5. Extremely important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,1. A lot,0,0,100,30,,7,7,,,,,,,,
73717.853,2. Republican Presidential cand is 1st (defense spending),70,85,4. Moderate; middle of the road,3,"-1. INAP, R selected for VERSION OLD",6,4. Very important,3,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,70,85,3,,3,0,0,0,0,0,0,0,1
73717.853,1. Democratic Presidential cand is 1st (defense spending),70,15,2. Liberal,7. Govt should provide many more services,"-1. INAP, R selected for VERSION OLD",3,5. Extremely important,3,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.1666667,70,15,7,,7,0,0,0,0,0,0,1,0
66256.416,1. Democratic Presidential cand is 1st (defense spending),100,40,2. Liberal,5,"-1. INAP, R selected for VERSION OLD",3,3. Somewhat important,4,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.1666667,100,40,5,,5,0,1,0,0,0,0,1,0
20861.589,2. Republican Presidential cand is 1st (defense spending),70,60,2. Liberal,3,"-1. INAP, R selected for VERSION OLD",2,3. Somewhat important,3,4,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.1666667,70,60,3,,3,0,1,0,0,0,1,0,0
79411.768,1. Democratic Presidential cand is 1st (defense spending),50,70,5. Slightly conservative,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,3. Somewhat,2. Slightly important,3. Less,3. Somewhat,5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.6666667,50,70,,4,4,,,,,,,,
20413.679,2. Republican Presidential cand is 1st (defense spending),100,15,7. Extremely conservative,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,3. Somewhat,4. Very important,3. Less,3. Somewhat,1. More,1. A lot,0,1,100,15,,4,4,,,,,,,,
79081.776,2. Republican Presidential cand is 1st (defense spending),70,50,6. Conservative,"-1. INAP, R selected for VERSION NEW",2. Somewhat more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",1. More,3. Somewhat,4. Very important,-8. Don't know,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",-8. Don't know,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.8333333,70,50,,6,6,,,,,,,,
65794.745,1. Democratic Presidential cand is 1st (defense spending),40,70,5. Slightly conservative,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",1. More,3. Somewhat,4. Very important,3. Less,3. Somewhat,1. More,3. Somewhat,1,0.6666667,40,70,,4,4,,,,,,,,
